Order_ID,Order_Date,Product,Category,Region,Quantity,Sales,Profit
ORD0376,2025-05-07,Headphones,Electronics,East,1,2500.0,450.0
ORD0377,2025-07-16,Keyboard,Accessories,East,2,4400.0,748.0
ORD0378,2025-10-23,Backpack,Accessories,West,2,3600.0,720.0
ORD0379,2025-09-21,Monitor,Electronics,West,4,57000.0,7410.0
ORD0380,2025-01-12,Smartphone,Electronics,South,4,100800.0,10080.0
ORD0381,2025-04-21,Backpack,Accessories,East,1,1800.0,360.0
ORD0382,2025-09-11,Monitor,Electronics,North,3,45000.0,5850.0
ORD0383,2025-08-09,Headphones,Electronics,West,3,7125.0,1282.5
ORD0384,2025-07-07,Laptop,Electronics,South,4,220000.0,26400.0
ORD0385,2025-07-05,Desk,Furniture,West,1,10800.0,1188.0
ORD0386,2025-10-09,Desk,Furniture,South,5,60000.0,6600.0
ORD0387,2025-02-19,Keyboard,Accessories,East,3,6270.0,1065.9
ORD0388,2025-03-15,Office Chair,Furniture,North,5,31500.0,4410.0
ORD0389,2025-01-24,Laptop,Electronics,West,2,104500.0,12540.0
ORD0390,2025-09-23,Monitor,Electronics,East,2,30000.0,3900.0
ORD0391,2025-11-10,Backpack,Accessories,East,2,3240.0,648.0
ORD0392,2025-10-31,Backpack,Accessories,East,5,8100.0,1620.0
ORD0393,2025-09-01,Laptop,Electronics,North,3,156750.0,18810.0
ORD0394,2025-08-02,Desk,Furniture,West,6,72000.0,7920.0
ORD0395,2025-05-16,Office Chair,Furniture,West,6,42000.0,5880.0
ORD0396,2025-03-29,Keyboard,Accessories,North,2,4400.0,748.0
ORD0397,2025-10-21,Smartphone,Electronics,West,2,56000.0,5600.0
ORD0398,2025-06-10,Keyboard,Accessories,South,2,3960.0,673.2
ORD0399,2025-07-30,Monitor,Electronics,South,6,90000.0,11700.0
ORD0400,2025-09-23,Office Chair,Furniture,West,5,33250.0,4655.0
ORD0401,2025-09-27,Keyboard,Accessories,West,3,6600.0,1122.0
ORD0402,2025-09-30,Backpack,Accessories,East,5,8550.0,1710.0
ORD0403,2025-11-09,Monitor,Electronics,East,2,30000.0,3900.0
ORD0404,2025-10-13,Desk,Furniture,East,2,22800.0,2508.0
ORD0405,2025-12-27,Office Chair,Furniture,East,6,37800.0,5292.0
ORD0406,2025-09-03,Backpack,Accessories,East,5,8550.0,1710.0
ORD0407,2025-03-04,Keyboard,Accessories,South,4,8360.0,1421.2
ORD0408,2025-05-29,Laptop,Electronics,East,3,165000.0,19800.0
ORD0409,2025-08-15,Desk,Furniture,South,6,64800.0,7128.0
ORD0410,2025-04-14,Desk,Furniture,South,5,57000.0,6270.0
ORD0411,2025-02-25,Office Chair,Furniture,South,2,14000.0,1960.0
ORD0412,2025-11-23,Office Chair,Furniture,West,1,7000.0,980.0
ORD0413,2025-06-19,Monitor,Electronics,North,1,15000.0,1950.0
ORD0414,2025-10-09,Headphones,Electronics,West,4,9000.0,1620.0
ORD0415,2025-11-30,Office Chair,Furniture,East,3,19950.0,2793.0
ORD0416,2025-11-27,Laptop,Electronics,North,1,55000.0,6600.0
ORD0417,2025-03-31,Keyboard,Accessories,West,2,4400.0,748.0
ORD0418,2025-09-11,Headphones,Electronics,North,6,14250.0,2565.0
ORD0419,2025-01-05,Desk,Furniture,East,5,60000.0,6600.0
ORD0420,2025-05-26,Monitor,Electronics,South,6,81000.0,10530.0
ORD0421,2025-09-16,Monitor,Electronics,North,3,45000.0,5850.0
ORD0422,2025-06-19,Headphones,Electronics,East,6,13500.0,2430.0
ORD0423,2025-04-06,Laptop,Electronics,East,6,313500.0,37620.0
ORD0424,2025-10-18,Office Chair,Furniture,West,2,12600.0,1764.0
ORD0425,2025-09-21,Backpack,Accessories,North,1,1620.0,324.0
ORD0426,2025-04-05,Headphones,Electronics,South,4,9500.0,1710.0
ORD0427,2025-01-04,Desk,Furniture,West,4,48000.0,5280.0
ORD0428,2025-05-17,Backpack,Accessories,East,3,5400.0,1080.0
ORD0429,2025-12-01,Backpack,Accessories,North,6,10800.0,2160.0
ORD0430,2025-12-08,Smartphone,Electronics,South,4,106400.0,10640.0
ORD0431,2025-07-27,Desk,Furniture,East,6,72000.0,7920.0
ORD0432,2025-07-08,Office Chair,Furniture,West,2,14000.0,1960.0
ORD0433,2025-03-20,Monitor,Electronics,West,6,85500.0,11115.0
ORD0434,2025-12-26,Monitor,Electronics,South,5,75000.0,9750.0
ORD0435,2025-12-15,Smartphone,Electronics,East,5,126000.0,12600.0
ORD0436,2025-02-09,Smartphone,Electronics,South,1,28000.0,2800.0
ORD0437,2025-03-26,Backpack,Accessories,North,5,8100.0,1620.0
ORD0438,2025-12-15,Office Chair,Furniture,North,6,37800.0,5292.0
ORD0439,2025-09-19,Monitor,Electronics,South,1,13500.0,1755.0
ORD0440,2025-09-20,Keyboard,Accessories,West,4,8800.0,1496.0
ORD0441,2025-12-11,Desk,Furniture,West,6,72000.0,7920.0
ORD0442,2025-05-11,Laptop,Electronics,North,6,330000.0,39600.0
ORD0443,2025-01-24,Keyboard,Accessories,North,3,6600.0,1122.0
ORD0444,2025-02-05,Monitor,Electronics,West,1,14250.0,1852.5
ORD0445,2025-04-03,Headphones,Electronics,East,6,13500.0,2430.0
ORD0446,2025-07-15,Monitor,Electronics,North,4,54000.0,7020.0
ORD0447,2025-12-16,Headphones,Electronics,North,6,14250.0,2565.0
ORD0448,2025-04-02,Keyboard,Accessories,South,5,11000.0,1870.0
ORD0449,2025-01-02,Laptop,Electronics,West,3,148500.0,17820.0
ORD0450,2025-09-30,Keyboard,Accessories,West,2,4400.0,748.0
ORD0451,2025-06-27,Headphones,Electronics,North,3,7500.0,1350.0
ORD0452,2025-01-17,Keyboard,Accessories,South,5,11000.0,1870.0
ORD0453,2025-04-16,Smartphone,Electronics,West,1,28000.0,2800.0
ORD0454,2025-11-03,Laptop,Electronics,West,2,110000.0,13200.0
ORD0455,2025-08-13,Office Chair,Furniture,North,5,35000.0,4900.0
ORD0456,2025-03-13,Desk,Furniture,East,2,22800.0,2508.0
ORD0457,2025-05-02,Desk,Furniture,West,2,24000.0,2640.0
ORD0458,2025-06-03,Desk,Furniture,West,1,12000.0,1320.0
ORD0459,2025-10-12,Monitor,Electronics,West,1,14250.0,1852.5
ORD0460,2025-09-26,Backpack,Accessories,West,6,9720.0,1944.0
ORD0461,2025-03-18,Desk,Furniture,West,4,48000.0,5280.0
ORD0462,2025-05-04,Office Chair,Furniture,West,3,21000.0,2940.0
ORD0463,2025-01-30,Keyboard,Accessories,West,4,8800.0,1496.0
ORD0464,2025-05-05,Desk,Furniture,North,2,22800.0,2508.0
ORD0465,2025-08-19,Backpack,Accessories,North,1,1800.0,360.0
ORD0466,2025-05-18,Keyboard,Accessories,North,6,13200.0,2244.0
ORD0467,2025-04-07,Office Chair,Furniture,East,4,28000.0,3920.0
ORD0468,2025-06-05,Laptop,Electronics,North,2,110000.0,13200.0
ORD0469,2025-09-03,Office Chair,Furniture,West,6,42000.0,5880.0
ORD0470,2025-05-03,Backpack,Accessories,West,3,4860.0,972.0
ORD0471,2025-10-01,Backpack,Accessories,East,3,5130.0,1026.0
ORD0472,2025-09-20,Monitor,Electronics,West,4,60000.0,7800.0
ORD0473,2025-06-13,Office Chair,Furniture,West,3,19950.0,2793.0
ORD0474,2025-01-24,Office Chair,Furniture,North,6,42000.0,5880.0
ORD0475,2025-05-14,Keyboard,Accessories,South,3,6600.0,1122.0
ORD0476,2025-06-18,Office Chair,Furniture,West,4,28000.0,3920.0
ORD0477,2025-10-09,Backpack,Accessories,West,3,4860.0,972.0
ORD0478,2025-08-24,Headphones,Electronics,South,6,14250.0,2565.0
ORD0479,2025-03-13,Monitor,Electronics,North,2,30000.0,3900.0
ORD0480,2025-02-08,Laptop,Electronics,South,1,49500.0,5940.0
ORD0481,2025-11-19,Office Chair,Furniture,North,1,7000.0,980.0
ORD0482,2025-04-22,Monitor,Electronics,West,3,45000.0,5850.0
ORD0483,2025-12-04,Monitor,Electronics,West,1,15000.0,1950.0
ORD0484,2025-01-07,Laptop,Electronics,East,5,261250.0,31350.0
ORD0485,2025-01-09,Keyboard,Accessories,North,2,4400.0,748.0
ORD0486,2025-09-26,Headphones,Electronics,East,2,5000.0,900.0
ORD0487,2025-07-01,Desk,Furniture,East,4,48000.0,5280.0
ORD0488,2025-07-27,Monitor,Electronics,South,5,75000.0,9750.0
ORD0489,2025-06-03,Smartphone,Electronics,North,6,168000.0,16800.0
ORD0490,2025-07-27,Keyboard,Accessories,North,4,7920.0,1346.4
ORD0491,2025-11-23,Laptop,Electronics,North,6,330000.0,39600.0
ORD0492,2025-09-13,Keyboard,Accessories,North,6,12540.0,2131.8
ORD0493,2025-09-28,Laptop,Electronics,West,2,110000.0,13200.0
ORD0494,2025-05-19,Laptop,Electronics,North,1,52250.0,6270.0
ORD0495,2025-04-02,Backpack,Accessories,South,1,1800.0,360.0
ORD0496,2025-12-31,Keyboard,Accessories,South,1,2090.0,355.3
ORD0497,2025-10-16,Office Chair,Furniture,East,5,31500.0,4410.0
ORD0498,2025-07-16,Headphones,Electronics,East,6,15000.0,2700.0
ORD0499,2025-01-28,Smartphone,Electronics,North,4,112000.0,11200.0
ORD0500,2025-06-24,Keyboard,Accessories,East,3,6600.0,1122.0
